aula_id,oferta_id,ano,data_aula,materia,professor_id,turma,tema_aula,duracao_min,modalidade_aula
L0000779,O20220070,2022,2022-03-22,Biologia,P012,Intensivo ENEM,Correção de simulado Biologia,90,
L0000780,O20220070,2022,2022-03-05,Biologia,P012,Intensivo ENEM,Correção de simulado Biologia,90,online
L0000781,O20220070,2022,2022-04-08,Biologia,P012,Intensivo ENEM,Correção de simulado Biologia,60,online
L0000782,O20220070,2022,2022-04-27,Biologia,P012,Intensivo ENEM,Revisão Biologia,90,Híbrido
L0000783,O20220070,2022,2022-05-07,Biologia,P012,Intensivo ENEM,Revisão Biologia,120,
L0000784,O20220070,2022,2022-05-01,Biologia,P012,Intensivo ENEM,Correção de simulado Biologia,75,Híbrido
L0000785,O20220070,2022,2022-06-08,Biologia,P012,Intensivo ENEM, Biologia,60,Online
L0000786,O20220070,2022,2022-06-21,Biologia,P012,Intensivo ENEM,Correção de simulado Biologia,90,Presencial
L0000787,O20220070,2022,2022-07-03,Biologia,P012,Intensivo ENEM,Revisão Biologia,75,online
L0000788,O20220070,2022,2022-07-28,Biologia,P012,Intensivo ENEM,Aula teórica Biologia,50,
L0000789,O20220070,2022,2022-08-20,Biologia,P012,Intensivo ENEM, Biologia,50,Híbrido
L0000790,O20220071,2022,2022-02-21,História,P014,Intensivo ENEM,Correção de simulado História,120,Presencial
L0000791,O20220071,2022,2022-02-03,História,P014,Intensivo ENEM,Revisão História,50,Híbrido
L0000792,O20220071,2022,2022-03-07,História,P014,Intensivo ENEM,Resolução de questões História,60,online
L0000793,O20220071,2022,2022-03-16,História,P014,Intensivo ENEM,Aula teórica História,90,
L0000794,O20220071,2022,2022-04-01,História,P014,Intensivo ENEM,Resolução de questões História,,Online
L0000795,O20220071,2022,2022-04-06,História,P014,Intensivo ENEM,Aula teórica História,120,Híbrido
L0000796,O20220071,2022,2022-05-17,História,P014,Intensivo ENEM,Revisão História,60,Híbrido
L0000797,O20220071,2022,2022-05-11,História,P014,Intensivo ENEM,Laboratório História,50,
L0000798,O20220071,2022,2022-06-23,História,P014,Intensivo ENEM,Correção de simulado História,120,Online
L0000799,O20220072,2022,2022-02-21,Geografia,P018,Intensivo ENEM,Resolução de questões Geografia,60,
L0000800,O20220072,2022,2022/02/13,Geografia,P018,Intensivo ENEM,Correção de simulado Geografia,120,Presencial
L0000801,O20220072,2022,03-24-2022,Geografia,P018,Intensivo ENEM,Revisão Geografia,,
L0000802,O20220072,2022,2022-03-06,Geografia,P018,Intensivo ENEM,Aula teórica Geografia,120,Presencial
L0000803,O20220072,2022,2022-04-17,Geografia,P018,Intensivo ENEM,Laboratório Geografia,50,Híbrido
L0000804,O20220072,2022,2022-04-06,Geografia,P018,Intensivo ENEM,Laboratório Geografia,50,Presencial
L0000805,O20220072,2022,2022-05-17,Geografia,P018,Intensivo ENEM,Laboratório Geografia,,Online
L0000806,O20220072,2022,05-28-2022,Geografia,P018,Intensivo ENEM,Correção de simulado Geografia,,Online
L0000807,O20220073,2022,2022-02-12,Português,P021,Intensivo ENEM, Português,60,Presencial
L0000808,O20220073,2022,2022-02-24,Português,P021,Intensivo ENEM,Laboratório Português,,Presencial
L0000809,O20220073,2022,03/03/2022,Português,P021,Intensivo ENEM,Revisão Português,90,
L0000810,O20220073,2022,2022-03-20,Português,P021,Intensivo ENEM,Correção de simulado Português,50,online
L0000811,O20220073,2022,2022-04-13,Português,P021,Intensivo ENEM, Português,,Híbrido
L0000812,O20220073,2022,2022-04-25,Português,P021,Intensivo ENEM,Correção de simulado Português,50,online
L0000813,O20220073,2022,2022-05-02,Português,P021,Intensivo ENEM,Correção de simulado Português,,Híbrido
L0000814,O20220073,2022,2022-05-18,Português,P021,Intensivo ENEM,Resolução de questões Português,75,Presencial
L0000815,O20220073,2022,2022-06-01,Português,P021,Intensivo ENEM,Correção de simulado Português,,online
L0000816,O20220073,2022,2022-06-24,Português,P021,Intensivo ENEM,Correção de simulado Português,90,Presencial
L0000817,O20220073,2022,2022-07-03,Português,P021,Intensivo ENEM, Português,75,Híbrido
L0000818,O20220073,2022,2022-07-04,Português,P021,Intensivo ENEM, Português,50,Híbrido
L0000819,O20220073,2022,2022-08-11,Português,P021,Intensivo ENEM,Laboratório Português,75,Presencial
L0000820,O20220073,2022,2022-08-19,Português,P021,Intensivo ENEM,Resolução de questões Português,,Online
L0000821,O20220074,2022,2022-02-21,Redação,P023,Intensivo ENEM,Correção de simulado Redação,60,Híbrido
L0000822,O20220074,2022,2022-02-09,Redação,P023,Intensivo ENEM,Resolução de questões Redação,75,Online
L0000823,O20220074,2022,2022/03/26,Redação,P023,Intensivo ENEM, Redação,75,Híbrido
L0000824,O20220074,2022,2022-03-18,Redação,P023,Intensivo ENEM,Resolução de questões Redação,,Presencial
L0000825,O20220074,2022,2022-04-12,Redação,P023,Intensivo ENEM,Resolução de questões Redação,50,Presencial
L0000826,O20220074,2022,2022-04-12,Redação,P023,Intensivo ENEM,Resolução de questões Redação,90,Híbrido
L0000827,O20220074,2022,2022-05-17,Redação,P023,Intensivo ENEM, Redação,75,online
L0000828,O20220074,2022,2022-05-26,Redação,P023,Intensivo ENEM, Redação,60,Presencial
L0000829,O20220074,2022,2022-06-28,Redação,P023,Intensivo ENEM,Resolução de questões Redação,50,
L0000830,O20220074,2022,2022-06-26,Redação,P023,Intensivo ENEM,Revisão Redação,75,Presencial
L0000831,O20220075,2022,2022-02-24,Inglês,P024,Intensivo ENEM,Resolução de questões Inglês,50,online
L0000832,O20220075,2022,2022-02-11,Inglês,P024,Intensivo ENEM,Revisão Inglês,90,
L0000833,O20220075,2022,2022-03-13,Inglês,P024,Intensivo ENEM, Inglês,90,
L0000834,O20220075,2022,2022-03-08,Inglês,P024,Intensivo ENEM, Inglês,75,
L0000835,O20220075,2022,2022-04-17,Inglês,P024,Intensivo ENEM,Aula teórica Inglês,75,Presencial
L0000836,O20220075,2022,2022-04-15,Inglês,P024,Intensivo ENEM,Laboratório Inglês,50,online
L0000837,O20220075,2022,2022/05/10,Inglês,P024,Intensivo ENEM,Laboratório Inglês,75,online
L0000838,O20220075,2022,2022-05-20,Inglês,P024,Intensivo ENEM,Resolução de questões Inglês,90,Presencial
L0000839,O20220075,2022,2022-06-13,Inglês,P024,Intensivo ENEM,Revisão Inglês,75,
L0000840,O20220075,2022,2022-06-02,Inglês,P024,Intensivo ENEM,Aula teórica Inglês,60,
L0000841,O20220076,2022,2022-02-05,Filosofia,P028,Intensivo ENEM,Revisão Filosofia,,Online
L0000842,O20220076,2022,2022-02-03,Filosofia,P028,Intensivo ENEM,Laboratório Filosofia,60,Presencial
L0000843,O20220076,2022,2022-03-05,Filosofia,P028,Intensivo ENEM,Revisão Filosofia,,Híbrido
L0000844,O20220076,2022,2022-03-05,Filosofia,P028,Intensivo ENEM,Laboratório Filosofia,75,Presencial
L0000845,O20220076,2022,2022-04-04,Filosofia,P028,Intensivo ENEM,Resolução de questões Filosofia,75,
L0000846,O20220076,2022,2022-04-09,Filosofia,P028,Intensivo ENEM,Revisão Filosofia,50,Híbrido
L0000847,O20220076,2022,2022-05-22,Filosofia,P028,Intensivo ENEM, Filosofia,75,Presencial
L0000848,O20220076,2022,2022-05-15,Filosofia,P028,Intensivo ENEM,Laboratório Filosofia,120,online
L0000849,O20220076,2022,2022-06-13,Filosofia,P028,Intensivo ENEM,Revisão Filosofia,90,Online
L0000850,O20220076,2022,2022-06-22,Filosofia,P028,Intensivo ENEM,Resolução de questões Filosofia,90,Online
L0000851,O20220076,2022,2022-07-23,Filosofia,P028,Intensivo ENEM,Revisão Filosofia,90,
L0000852,O20220076,2022,2022-07-09,Filosofia,P028,Intensivo ENEM,Revisão Filosofia,,online
L0000853,O20220076,2022,2022-08-04,Filosofia,P028,Intensivo ENEM, Filosofia,90,Online
L0000854,O20220076,2022,2022-08-16,Filosofia,P028,Intensivo ENEM,Resolução de questões Filosofia,,Online
L0000855,O20220077,2022,2022-02-15,Sociologia,P034,Intensivo ENEM,Aula teórica Sociologia,75,Online
L0000856,O20220077,2022,2022-02-15,Sociologia,P034,Intensivo ENEM, Sociologia,50,Híbrido
L0000857,O20220077,2022,2022-03-26,Sociologia,P034,Intensivo ENEM,Correção de simulado Sociologia,120,Online
L0000858,O20220077,2022,2022-03-20,Sociologia,P034,Intensivo ENEM,Aula teórica Sociologia,60,Híbrido
L0000859,O20220077,2022,2022-04-05,Sociologia,P034,Intensivo ENEM,Laboratório Sociologia,60,Híbrido
L0000860,O20220077,2022,2022-04-03,Sociologia,P034,Intensivo ENEM,Revisão Sociologia,90,Online
L0000861,O20220077,2022,2022-05-10,Sociologia,P034,Intensivo ENEM,Aula teórica Sociologia,60,Online
L0000862,O20220077,2022,2022-05-15,Sociologia,P034,Intensivo ENEM,Correção de simulado Sociologia,120,
L0000863,O20220077,2022,2022-06-09,Sociologia,P034,Intensivo ENEM,Correção de simulado Sociologia,50,
L0000864,O20220077,2022,06-15-2022,Sociologia,P034,Intensivo ENEM,Laboratório Sociologia,,
L0000865,O20220078,2022,2022-02-11,Matemática,P002,Revisão Final,Revisão Matemática,60,
L0000866,O20220078,2022,2022-02-15,Matemática,P002,Revisão Final,Laboratório Matemática,90,Online
L0000867,O20220078,2022,2022-03-19,Matemática,P002,Revisão Final,Correção de simulado Matemática,,
L0000868,O20220078,2022,2022-03-17,Matemática,P002,Revisão Final,Correção de simulado Matemática,,Híbrido
L0000869,O20220078,2022,2022-04-27,Matemática,P002,Revisão Final, Matemática,120,online
L0000870,O20220078,2022,2022-04-04,Matemática,P002,Revisão Final,Laboratório Matemática,50,
L0000871,O20220078,2022,2022-05-11,Matemática,P002,Revisão Final,Revisão Matemática,75,Híbrido
L0000872,O20220078,2022,2022-05-03,Matemática,P002,Revisão Final,Correção de simulado Matemática,120,Online
L0000873,O20220078,2022,2022-06-03,Matemática,P002,Revisão Final,Resolução de questões Matemática,90,Presencial
L0000874,O20220078,2022,2022-06-21,Matemática,P002,Revisão Final,Resolução de questões Matemática,90,Híbrido
L0000875,O20220078,2022,2022-07-24,Matemática,P002,Revisão Final,Correção de simulado Matemática,60,
L0000876,O20220079,2022,2022-02-26,Física,P006,Revisão Final,Correção de simulado Física,,Híbrido
L0000877,O20220079,2022,2022-02-06,Física,P006,Revisão Final,Correção de simulado Física,120,Híbrido
L0000878,O20220079,2022,03-15-2022,Física,P006,Revisão Final,Correção de simulado Física,90,
L0000879,O20220079,2022,2022-03-09,Física,P006,Revisão Final, Física,60,
L0000880,O20220079,2022,2022-04-04,Física,P006,Revisão Final,Correção de simulado Física,60,Online
L0000881,O20220079,2022,2022-04-27,Física,P006,Revisão Final, Física,60,
L0000882,O20220079,2022,2022-05-03,Física,P006,Revisão Final,Laboratório Física,50,Presencial
L0000883,O20220079,2022,2022/05/16,Física,P006,Revisão Final,Aula teórica Física,,Presencial
L0000884,O20220080,2022,2022-02-27,Química,P008,Revisão Final,Laboratório Química,90,Híbrido
L0000885,O20220080,2022,2022-02-22,Química,P008,Revisão Final,Correção de simulado Química,60,
L0000886,O20220080,2022,08/03/2022,Química,P008,Revisão Final,Revisão Química,120,Online
L0000887,O20220080,2022,2022/03/23,Química,P008,Revisão Final,Revisão Química,120,Online
L0000888,O20220080,2022,2022-04-25,Química,P008,Revisão Final, Química,50,
L0000889,O20220080,2022,2022-04-05,Química,P008,Revisão Final,Aula teórica Química,120,Presencial
L0000890,O20220080,2022,05/05/2022,Química,P008,Revisão Final,Aula teórica Química,50,online
L0000891,O20220080,2022,2022-05-03,Química,P008,Revisão Final,Aula teórica Química,120,online
L0000892,O20220080,2022,2022-06-18,Química,P008,Revisão Final,Resolução de questões Química,,Presencial
L0000893,O20220080,2022,2022-06-27,Química,P008,Revisão Final, Química,120,Presencial
L0000894,O20220080,2022,2022-07-22,Química,P008,Revisão Final,Resolução de questões Química,90,online
L0000895,O20220080,2022,2022-07-11,Química,P008,Revisão Final,Correção de simulado Química,,online
L0000896,O20220081,2022,2022-02-22,Biologia,P011,Revisão Final,Laboratório Biologia,120,Híbrido
L0000897,O20220081,2022,2022-02-19,Biologia,P011,Revisão Final, Biologia,50,
L0000898,O20220081,2022,2022-03-27,Biologia,P011,Revisão Final,Revisão Biologia,60,online
L0000899,O20220081,2022,2022-03-13,Biologia,P011,Revisão Final,Revisão Biologia,120,Híbrido
L0000900,O20220081,2022,2022-04-03,Biologia,P011,Revisão Final,Resolução de questões Biologia,,online
L0000901,O20220081,2022,2022-04-08,Biologia,P011,Revisão Final,Resolução de questões Biologia,50,online
L0000902,O20220081,2022,2022-05-18,Biologia,P011,Revisão Final,Correção de simulado Biologia,50,Híbrido
L0000903,O20220081,2022,2022-05-03,Biologia,P011,Revisão Final,Aula teórica Biologia,,Híbrido
L0000904,O20220081,2022,2022-06-13,Biologia,P011,Revisão Final, Biologia,,online
L0000905,O20220081,2022,2022-06-22,Biologia,P011,Revisão Final,Revisão Biologia,50,Online
L0000906,O20220081,2022,2022-07-05,Biologia,P011,Revisão Final,Aula teórica Biologia,50,online
L0000907,O20220081,2022,2022-07-01,Biologia,P011,Revisão Final,Aula teórica Biologia,75,Híbrido
L0000908,O20220082,2022,20/02/2022,Historia,P015,Revisão Final,Revisão História,90,online
L0000909,O20220082,2022,2022-02-11,Historia,P015,Revisão Final,Aula teórica História,60,online
L0000910,O20220082,2022,2022-03-03,Historia,P015,Revisão Final,Correção de simulado História,50,Presencial
L0000911,O20220082,2022,2022-03-24,Historia,P015,Revisão Final,Aula teórica História,,
L0000912,O20220082,2022,2022-04-02,Historia,P015,Revisão Final,Aula teórica História,75,online
L0000913,O20220082,2022,2022-04-11,Historia,P015,Revisão Final,Resolução de questões História,60,online
L0000914,O20220082,2022,2022-05-02,Historia,P015,Revisão Final,Laboratório História,60,Híbrido
L0000915,O20220082,2022,2022-05-22,Historia,P015,Revisão Final,Laboratório História,,Online
L0000916,O20220082,2022,2022-06-01,Historia,P015,Revisão Final,Revisão História,60,Híbrido
L0000917,O20220083,2022,2022-02-14,Geografia,P017,Revisão Final,Correção de simulado Geografia,50,Online
L0000918,O20220083,2022,2022-02-15,Geografia,P017,Revisão Final, Geografia,75,Híbrido
L0000919,O20220083,2022,2022-03-06,Geografia,P017,Revisão Final,Resolução de questões Geografia,50,Híbrido
L0000920,O20220083,2022,2022-03-26,Geografia,P017,Revisão Final, Geografia,90,Online
L0000921,O20220083,2022,2022-04-21,Geografia,P017,Revisão Final,Correção de simulado Geografia,120,Presencial
L0000922,O20220083,2022,2022-04-23,Geografia,P017,Revisão Final,Resolução de questões Geografia,50,Híbrido
L0000923,O20220083,2022,2022-05-16,Geografia,P017,Revisão Final, Geografia,90,
L0000924,O20220083,2022,2022-05-01,Geografia,P017,Revisão Final,Revisão Geografia,60,Presencial
L0000925,O20220083,2022,2022-06-27,Geografia,P017,Revisão Final,Correção de simulado Geografia,90,Online
L0000926,O20220083,2022,2022-06-11,Geografia,P017,Revisão Final,Laboratório Geografia,120,Híbrido
L0000927,O20220084,2022,2022-02-07,Português,P019,Revisão Final,Revisão Português,120,
L0000928,O20220084,2022,2022-02-25,Português,P019,Revisão Final,Correção de simulado Português,90,Híbrido
L0000929,O20220084,2022,2022-03-02,Português,P019,Revisão Final,Laboratório Português,75,
L0000930,O20220084,2022,2022-03-09,Português,P019,Revisão Final,Correção de simulado Português,60,Presencial
L0000931,O20220084,2022,2022-04-19,Português,P019,Revisão Final,Revisão Português,,Híbrido
L0000932,O20220084,2022,2022/04/21,Português,P019,Revisão Final,Laboratório Português,120,Online
L0000933,O20220084,2022,2022-05-11,Português,P019,Revisão Final,Aula teórica Português,120,Presencial
L0000934,O20220084,2022,2022-05-26,Português,P019,Revisão Final,Laboratório Português,75,Online
L0000935,O20220084,2022,2022-06-03,Português,P019,Revisão Final,Revisão Português,50,Híbrido
L0000936,O20220084,2022,2022-06-07,Português,P019,Revisão Final,Aula teórica Português,120,
L0000937,O20220084,2022,2022-07-17,Português,P019,Revisão Final,Aula teórica Português,,
L0000938,O20220084,2022,2022-07-09,Português,P019,Revisão Final,Laboratório Português,,online
L0000939,O20220084,2022,2022-08-18,Português,P019,Revisão Final,Laboratório Português,60,Presencial
L0000940,O20220085,2022,2022-02-05,Redação,P022,Revisão Final,Laboratório Redação,120,Presencial
L0000941,O20220085,2022,2022-02-15,Redação,P022,Revisão Final,Laboratório Redação,50,Online
L0000942,O20220085,2022,2022-03-03,Redação,P022,Revisão Final, Redação,,Presencial
L0000943,O20220085,2022,2022-03-02,Redação,P022,Revisão Final,Aula teórica Redação,90,online
L0000944,O20220085,2022,2022-04-11,Redação,P022,Revisão Final,Resolução de questões Redação,50,
L0000945,O20220085,2022,2022-04-28,Redação,P022,Revisão Final,Revisão Redação,90,
L0000946,O20220085,2022,05-18-2022,Redação,P022,Revisão Final, Redação,120,
L0000947,O20220085,2022,2022-05-03,Redação,P022,Revisão Final,Revisão Redação,75,Online
L0000948,O20220085,2022,2022-06-18,Redação,P022,Revisão Final,Resolução de questões Redação,90,Online
L0000949,O20220085,2022,2022-06-10,Redação,P022,Revisão Final,Laboratório Redação,,online
L0000950,O20220085,2022,2022-07-24,Redação,P022,Revisão Final,Resolução de questões Redação,50,Presencial
L0000951,O20220085,2022,2022-07-11,Redação,P022,Revisão Final,Resolução de questões Redação,60,
L0000952,O20220086,2022,2022-02-27,Inglês,P026,Revisão Final,Aula teórica Inglês,75,Presencial
L0000953,O20220086,2022,2022-02-23,Inglês,P026,Revisão Final,Resolução de questões Inglês,75,
L0000954,O20220086,2022,2022-03-13,Inglês,P026,Revisão Final,Laboratório Inglês,90,online
L0000955,O20220086,2022,2022-03-17,Inglês,P026,Revisão Final, Inglês,75,online
L0000956,O20220086,2022,2022-04-21,Inglês,P026,Revisão Final, Inglês,90,Presencial
L0000957,O20220086,2022,2022-04-14,Inglês,P026,Revisão Final,Revisão Inglês,,Online
