matricula_id,aluno_id,oferta_id,ano,materia_declarada,data_matricula,bolsa_percentual,status_matricula,nota_diagnostico,origem_captacao
M0001657,A00134,O20240151,2024,Redação,2024-01-15,15,Ativa,73.1,WhatsApp
M0001658,A00134,O20240154,2024,Sociologia,2024-02-18,15,Ativa,62.4,Instagram
M0001659,A00134,O20250202,2025,BIOLOGIA,2025-02-17,0,Concluída,70.6,WhatsApp
M0001660,A00134,O20250208,2025,Filosofia,2025-02-04,0,Concluída,63.5,Indicação
M0001661,A00134,O20250204,2025,GEOGRAFIA,2025-02-17,10,Concluída,62.2,Google
M0001662,A00134,O20250199,2025,Matemática,2025-01-08,0,Cancelada,62.5,Indicação
M0001663,A00134,O20250205,2025,Português,2025-03-10,0,Ativa,44.2,Google
M0001664,A00134,O20250201,2025,Química,2025-04-28,0,Concluída,67.6,WhatsApp
M0001665,A00134,O20250206,2025,Redacao,27/01/2025,15,Concluída,75.7,
M0001666,A00135,O20220070,2022,Biologia,2022-03-17,10,Concluída,37.1,Instagram
M0001667,A00135,O20220071,2022,História,2022-02-08,50,Concluída,67.4,
M0001668,A00135,O20220075,2022,Inglês,2022-02-28,15,Concluída,60.5,Instagram
M0001669,A00135,O20220067,2022,Matemática,2022-02-10,,Concluída,71.8,Instagram
M0001670,A00135,O20220073,2022,Português,04-03-2022,0,Concluída,64.8,Indicação
M0001671,A00135,O20220069,2022,Química,2022-04-02,0,Concluída,34.2,Feira escolar
M0001672,A00135,O20220074,2022,Redação,2022-01-13,25,Concluída,30.1,Feira escolar
M0001673,A00135,O20220077,2022,SOCIOLOGIA,2022-04-13,30,Ativa,66.3,Google
M0001674,A00136,O20250219,2025,Filosofia,05/02/2025,20,Ativa,36.7,WhatsApp
M0001675,A00136,O20250211,2025,Física,2025-04-03,25,Cancelada,69.3,WhatsApp
M0001676,A00136,O20250214,2025,História,2025-01-17,15,Concluída,61.2,
M0001677,A00136,O20250218,2025,Inglês,2025-04-02,30,Concluída,51.7,
M0001678,A00136,O20250210,2025,Matemática,2025-03-06,15,Ativa,47.8,Feira escolar
M0001679,A00136,O20250216,2025,Português,2025-02-26,0,Trancada,57.0,
M0001680,A00136,O20250217,2025,Redação,2025-01-24,50,Concluída,38.7,Instagram
M0001681,A00137,O20210037,2021,Biologia,2021-04-01,20,,60.8,Instagram
M0001682,A00137,O20210043,2021,Filosofia,2021-03-10,20,Concluída,70.8,Indicação
M0001683,A00137,O20210035,2021,Física,2021-03-14,,Cancelada,59.8,Indicação
M0001684,A00137,O20210039,2021,Geografia,2021-04-25,50,,62.1,Google
M0001685,A00137,O20210042,2021,Inglês,2021-04-03,0,Concluída,26.4,Indicação
M0001686,A00137,O20210034,2021,Matemática,2021-02-24,25,Cancelada,51.7,Indicação
M0001687,A00137,O20210040,2021,Português,2021-03-05,20,Concluída,57.7,
M0001688,A00137,O20210036,2021,Química,03-22-2021,,Ativa,32.7,WhatsApp
M0001689,A00137,O20210041,2021,Redação,2021-03-07,0,Concluída,51.0,WhatsApp
M0001690,A00137,O20210044,2021,Sociologia,2021-03-11,20,Ativa,29.3,Indicação
M0001691,A00138,O20240142,2024,Filosofia,2024-01-07,0,Concluída,73.1,Google
M0001692,A00138,O20240134,2024,Física,2024-03-03,30,Ativa,72.4,Feira escolar
M0001693,A00138,O20240138,2024,Geografia,2024-02-03,10,Concluída,41.5,Feira escolar
M0001694,A00138,O20240141,2024,Inglês,2024-03-26,10,Ativa,63.3,WhatsApp
M0001695,A00138,O20240133,2024,Matemática,2024-03-16,20,Ativa,48.3,Google
M0001696,A00138,O20240139,2024,Português,2024-01-09,50,Concluída,51.0,Google
M0001697,A00138,O20240135,2024,Química,2024-03-24,15,Concluída,65.0,
M0001698,A00138,O20240140,2024,Redacao,2024-01-27,,Concluída,48.1,Indicação
M0001699,A00138,O20240143,2024,Sociologia,2024-02-23,50,Concluída,48.5,Indicação
M0001700,A00138,O20250202,2025,Biologia,2025-04-04,50,Concluída,63.0,
M0001701,A00138,O20250208,2025,Filosofia,2025-03-19,25,Concluída,86.6,
M0001702,A00138,O20250200,2025,Física,2025-01-15,15,concluida,41.8,
M0001703,A00138,O20250204,2025,Geografia,2025-04-26,0,Concluída,46.1,Instagram
M0001704,A00138,O20250207,2025,Inglês,2025-02-26,25,Concluída,59.5,Google
M0001705,A00138,O20250199,2025,Matemática,2025-03-04,10,Ativa,64.4,Google
M0001706,A00138,O20250205,2025,PORTUGUÊS,2025-01-10,15,Concluída,71.3,WhatsApp
M0001707,A00138,O20250201,2025,Química,2025-03-02,20,Ativa,37.7,Feira escolar
M0001708,A00138,O20250206,2025,Redação,2025-02-18,30,Ativa,58.2,
M0001709,A00138,O20250209,2025,Sociologia,2025-04-28,10,Ativa,54.6,
M0001710,A00139,O20240158,2024,Biologia,2024-02-22,20,Concluída,62.1,Instagram
M0001711,A00139,O20240164,2024,FILOSOFIA,2024-03-23,0,Ativa,53.4,WhatsApp
M0001712,A00139,O20240156,2024,Física,2024-02-10,0,,58.0,Indicação
M0001713,A00139,O20240160,2024,Geografia,2024-03-20,10,Concluída,44.0,Instagram
M0001714,A00139,O20240159,2024,História,02-15-2024,0,Concluída,56.3,Feira escolar
M0001715,A00139,O20240163,2024,Inglês,2024-01-13,0,Concluída,39.4,WhatsApp
M0001716,A00139,O20240155,2024,Matemática,2024/02/11,50,Concluída,55.3,Indicação
M0001717,A00139,O20240161,2024,Português,2024-04-08,0,Concluída,64.7,
M0001718,A00139,O20240157,2024,Química,2024-03-13,50,Concluída,80.3,Google
M0001719,A00139,O20240162,2024,Redação,2024-02-26,25,Cancelada,55.8,
M0001720,A00139,O20250180,2025,Biologia,2025-02-15,10,concluida,66.2,Feira escolar
M0001721,A00139,O20250186,2025,Filosofia,2025-04-09,,Concluída,59.3,Instagram
M0001722,A00139,O20250182,2025,Geografia,2025-04-10,50,Concluída,73.6,Instagram
M0001723,A00139,O20250181,2025,História,07/02/2025,30,Concluída,65.4,Google
M0001724,A00139,O20250185,2025,Inglês,2025-01-25,,Concluída,44.0,Instagram
M0001725,A00139,O20250177,2025,Matemática,2025-04-20,50,Trancada,60.0,
M0001726,A00139,O20250183,2025,Português,2025-03-06,,Concluída,68.1,Indicação
M0001727,A00139,O20250179,2025,Química,2025-03-21,25,Ativa,51.2,Feira escolar
M0001728,A00139,O20250184,2025,Redação,2025-01-17,30,Cancelada,62.8,Google
M0001729,A00139,O20250187,2025,Sociologia,2025-01-03,15,Ativa,62.5,Indicação
M0001730,A00140,O20210026,2021,Biologia,2021-03-26,25,Cancelada,47.1,Google
M0001731,A00140,O20210032,2021,Filosofia,2021-03-13,15,Trancada,50.6,Indicação
M0001732,A00140,O20210024,2021,Física,2021-04-08,,,64.2,
M0001733,A00140,O20210028,2021,GEOGRAFIA,09/03/2021,,Concluída,46.8,Feira escolar
M0001734,A00140,O20210027,2021,História,2021-01-26,15,Concluída,40.3,Feira escolar
M0001735,A00140,O20210031,2021,Ingles,2021-04-24,0,Cancelada,52.4,
M0001736,A00140,O20210023,2021,Matemática,2021-03-21,0,Concluída,44.6,Indicação
M0001737,A00140,O20210029,2021,Português,2021-03-25,50,concluida,55.9,Indicação
M0001738,A00140,O20210030,2021,REDAÇÃO,2021-04-25,0,concluida,51.2,Feira escolar
M0001739,A00140,O20210033,2021,Sociologia,2021-01-01,50,Concluída,91.7,Indicação
M0001740,A00140,O20220070,2022,Biologia,2022-02-10,,Trancada,50.1,
M0001741,A00140,O20220076,2022,Filosofia,2022-04-09,30,Trancada,31.7,
M0001742,A00140,O20220068,2022,Física,2022-04-13,,concluida,53.4,Instagram
M0001743,A00140,O20220072,2022,Geografia,2022-04-07,0,Concluída,30.0,
M0001744,A00140,O20220071,2022,História,28/04/2022,25,Concluída,70.8,WhatsApp
M0001745,A00140,O20220067,2022,Matemática,2022-03-23,25,Concluída,57.4,Instagram
M0001746,A00140,O20220073,2022,Português,2022-03-02,25,Concluída,49.0,Google
M0001747,A00140,O20220069,2022,Química,2022-03-13,25,Ativa,70.2,Instagram
M0001748,A00140,O20220074,2022,Redação,2022-01-18,15,Ativa,44.8,
M0001749,A00141,O20210043,2021,Filosofia,2021-04-10,0,Ativa,47.5,Google
M0001750,A00141,O20210035,2021,Física,2021-04-14,0,Ativa,50.6,Google
M0001751,A00141,O20210039,2021,Geografia,2021-04-07,50,Ativa,70.2,Feira escolar
M0001752,A00141,O20210038,2021,História,2021-03-15,0,Concluída,73.0,Feira escolar
M0001753,A00141,O20210034,2021,Matemática,2021-01-22,10,Concluída,41.9,Indicação
M0001754,A00141,O20210040,2021,Português,2021-04-12,0,Concluída,63.6,Instagram
M0001755,A00141,O20210036,2021,Química,2021-01-05,,Concluída,30.6,WhatsApp
M0001756,A00141,O20210041,2021,Redação,2021-01-27,50,Concluída,69.8,Instagram
M0001757,A00142,O20230103,2023,Biologia,2023-04-08,30,Concluída,92.0,Google
M0001758,A00142,O20230105,2023,GEOGRAFIA,2023-03-12,0,Concluída,52.7,
M0001759,A00142,O20230104,2023,História,2023-01-20,0,Ativa,43.4,Feira escolar
M0001760,A00142,O20230108,2023,Inglês,2023-02-17,,Concluída,55.7,Instagram
M0001761,A00142,O20230100,2023,Matemática,2023-04-12,,Concluída,47.4,WhatsApp
M0001762,A00142,O20230106,2023,Português,2023-03-11,50,Concluída,64.4,
M0001763,A00142,O20230107,2023,Redação,2023-01-05,25,Concluída,70.0,Indicação
M0001764,A00143,O20230103,2023,Biologia,19/02/2023,50,Concluída,50.4,WhatsApp
M0001765,A00143,O20230109,2023,Filosofia,2023/04/12,0,Ativa,42.1,Instagram
M0001766,A00143,O20230108,2023,Inglês,2023-04-11,50,Cancelada,79.1,
M0001767,A00143,O20230100,2023,Matemática,2023-02-21,15,Cancelada,43.8,Instagram
M0001768,A00143,O20230106,2023,Português,2023-02-18,,concluida,67.1,Instagram
M0001769,A00143,O20230102,2023,Química,2023-03-25,20,Concluída,48.1,Feira escolar
M0001770,A00143,O20230107,2023,Redação,2023-04-01,0,Ativa,68.3,Feira escolar
M0001771,A00143,O20230110,2023,Sociologia,2023-03-21,10,Concluída,54.4,Feira escolar
M0001772,A00143,O20240158,2024,Biologia,2024-01-16,30,Concluída,55.7,WhatsApp
M0001773,A00143,O20240164,2024,Filosofia,2024-03-19,0,Concluída,54.9,
M0001774,A00143,O20240156,2024,Física,2024-02-07,20,,45.0,Google
M0001775,A00143,O20240160,2024,Geografia,2024-02-15,50,Concluída,49.4,WhatsApp
M0001776,A00143,O20240163,2024,Inglês,2024-04-22,25,Concluída,52.4,Google
M0001777,A00143,O20240155,2024,Matemática,2024-03-07,10,Cancelada,61.5,WhatsApp
M0001778,A00143,O20240161,2024,Português,2024-03-12,25,Ativa,62.4,WhatsApp
M0001779,A00143,O20240162,2024,Redação,2024-02-26,15,Concluída,75.7,Indicação
M0001780,A00143,O20240165,2024,Sociologia,2024/01/03,15,Concluída,56.9,Feira escolar
M0001781,A00144,O20210010,2021,Filosofia,2021-02-16,0,Concluída,34.9,Google
M0001782,A00144,O20210002,2021,Física,2021-02-03,20,Ativa,56.2,Feira escolar
M0001783,A00144,O20210005,2021,História,2021-04-09,,Concluída,65.7,Instagram
M0001784,A00144,O20210009,2021,Ingles,2021-01-16,50,Concluída,54.0,Indicação
M0001785,A00144,O20210001,2021,Matemática,2021-01-05,0,Concluída,71.9,Google
M0001786,A00144,O20210007,2021,Português,2021-02-14,30,Concluída,68.6,Instagram
M0001787,A00144,O20210003,2021,Química,2021-04-10,0,Concluída,64.6,WhatsApp
M0001788,A00144,O20210008,2021,Redação,21/03/2021,50,Concluída,69.6,Google
M0001789,A00144,O20210011,2021,Sociologia,2021-02-15,30,Ativa,86.7,Instagram
M0001790,A00144,O20220059,2022,Biologia,2022-02-15,10,Concluída,37.4,
M0001791,A00144,O20220065,2022,Filosofia,2022-04-13,15,Ativa,46.6,WhatsApp
M0001792,A00144,O20220057,2022,Física,2022-03-07,0,Concluída,80.8,WhatsApp
M0001793,A00144,O20220061,2022,Geografia,2022-03-01,0,Concluída,36.2,Indicação
M0001794,A00144,O20220060,2022,História,2022-03-12,25,Concluída,48.9,Indicação
M0001795,A00144,O20220064,2022,Inglês,2022-04-14,0,Concluída,55.4,
M0001796,A00144,O20220056,2022,Matemática,2022-04-04,0,Concluída,54.9,WhatsApp
M0001797,A00144,O20220062,2022,Português,2022/03/22,20,Concluída,63.6,Google
M0001798,A00144,O20220058,2022,Química,2022-01-08,15,Concluída,35.7,
M0001799,A00144,O20220063,2022,Redação,2022-03-20,20,Ativa,75.9,
M0001800,A00144,O20220066,2022,Sociologia,2022-04-14,50,Ativa,71.0,Google
M0001801,A00144,O20230109,2023,Filosofia,2023-02-24,0,Concluída,63.1,Google
M0001802,A00144,O20230101,2023,Física,2023/03/01,30,Concluída,59.7,Google
M0001803,A00144,O20230104,2023,História,2023-03-18,0,Concluída,67.2,Instagram
M0001804,A00144,O20230108,2023,Inglês,2023-02-14,10,Concluída,45.9,Google
M0001805,A00144,O20230100,2023,Matematica,2023-02-08,0,,61.9,Feira escolar
M0001806,A00144,O20230106,2023,Português,2023-03-14,25,Concluída,49.9,Feira escolar
M0001807,A00144,O20230102,2023,Química,2023-01-05,,Concluída,65.4,Google
M0001808,A00144,O20230107,2023,Redação,2023-04-22,25,Concluída,52.2,Indicação
M0001809,A00145,O20230103,2023,Biologia,2023-04-18,30,Concluída,52.3,Google
M0001810,A00145,O20230101,2023,Física,2023-01-27,30,Concluída,62.8,
M0001811,A00145,O20230105,2023,Geografia,2023-04-07,10,Ativa,39.3,Indicação
M0001812,A00145,O20230108,2023,Inglês,2023-02-28,30,Concluída,74.9,Instagram
M0001813,A00145,O20230100,2023,Matemática,2023-03-13,,Ativa,46.7,Indicação
M0001814,A00145,O20230106,2023,Português,2023-04-22,0,Trancada,41.3,WhatsApp
M0001815,A00145,O20230102,2023,Química,2023-02-17,15,Ativa,56.4,WhatsApp
M0001816,A00145,O20230107,2023,Redação,2023-02-03,10,Concluída,58.5,WhatsApp
M0001817,A00145,O20240136,2024,Biologia,2024-03-23,30,Concluída,60.0,
M0001818,A00145,O20240142,2024,Filosofia,2024-03-10,25,Ativa,78.5,Feira escolar
M0001819,A00145,O20240134,2024,Física,2024-03-24,20,concluida,68.2,Instagram
M0001820,A00145,O20240133,2024,Matemática,2024-01-26,0,Ativa,64.4,Google
M0001821,A00145,O20240139,2024,Português,2024-03-02,20,Concluída,73.8,Google
M0001822,A00145,O20240135,2024,Química,2024-01-24,15,Concluída,38.9,WhatsApp
M0001823,A00145,O20240140,2024,Redação,2024-03-27,0,Concluída,63.9,WhatsApp
M0001824,A00145,O20240143,2024,Sociologia,2024-01-23,15,Concluída,56.5,Instagram
M0001825,A00146,O20250191,2025,Biologia,2025-03-21,0,Ativa,75.4,Google
M0001826,A00146,O20250197,2025,Filosofia,2025-04-05,0,Concluída,59.5,Feira escolar
M0001827,A00146,O20250189,2025,Física,2025-01-12,50,concluida,78.4,Instagram
M0001828,A00146,O20250193,2025,Geografia,2025-04-07,25,Concluída,66.0,Google
M0001829,A00146,O20250196,2025,Inglês,2025-01-23,15,Ativa,77.6,Feira escolar
M0001830,A00146,O20250188,2025,Matemática,2025-01-06,0,Ativa,63.4,Google
M0001831,A00146,O20250194,2025,Português,2025-04-01,0,Concluída,56.2,Indicação
M0001832,A00146,O20250190,2025,Química,2025-02-12,50,Concluída,68.5,Indicação
M0001833,A00146,O20250195,2025,Redação,2025-04-09,15,Concluída,56.3,WhatsApp
M0001834,A00146,O20250198,2025,Sociologia,2025-01-14,50,Cancelada,68.3,Google
M0001835,A00147,O20230093,2023,História,2023-03-12,10,Ativa,76.8,Google
M0001836,A00147,O20230097,2023,Inglês,2023-04-16,10,Ativa,68.6,
M0001837,A00147,O20230089,2023,Matemática,2023/03/25,10,Concluída,63.6,Indicação
M0001838,A00147,O20230095,2023,Português,2023-01-19,10,Concluída,54.6,
M0001839,A00147,O20230091,2023,Química,2023-04-07,0,Ativa,43.9,Google
M0001840,A00147,O20230096,2023,Redação,2023-02-15,0,Cancelada,84.0,Google
M0001841,A00147,O20230099,2023,Sociologia,2023-02-25,15,Ativa,57.7,Indicação
M0001842,A00148,O20220076,2022,Filosofia,2022-04-11,0,Concluída,62.1,Indicação
M0001843,A00148,O20220068,2022,Física,2022-02-08,50,Concluída,57.4,Instagram
M0001844,A00148,O20220072,2022,Geografia,2022-04-03,25,Concluída,67.0,Feira escolar
M0001845,A00148,O20220071,2022,História,2022-02-06,30,Ativa,69.9,WhatsApp
M0001846,A00148,O20220075,2022,Inglês,2022-04-08,15,Concluída,66.4,WhatsApp
M0001847,A00148,O20220067,2022,Matemática,2022-01-24,,Concluída,71.0,Feira escolar
M0001848,A00148,O20220073,2022,Português,2022-04-20,0,Concluída,35.9,Feira escolar
M0001849,A00148,O20220074,2022,Redação,2022-03-23,,Concluída,46.9,
M0001850,A00148,O20220077,2022,Sociologia,2022-02-18,15,Concluída,60.2,Feira escolar
M0001851,A00149,O20250180,2025,Biologia,2025-03-22,20,Concluída,55.3,Indicação
M0001852,A00149,O20250186,2025,Filosofia,2025-01-13,50,Ativa,56.5,Indicação
M0001853,A00149,O20250178,2025,Física,2025-04-22,10,Concluída,73.3,WhatsApp
M0001854,A00149,O20250182,2025,Geografia,2025-03-08,0,Ativa,67.8,Feira escolar
M0001855,A00149,O20250181,2025,História,2025/04/17,,Concluída,67.2,
M0001856,A00149,O20250185,2025,Inglês,2025-04-21,10,Concluída,54.2,WhatsApp
M0001857,A00149,O20250177,2025,Matemática,2025-04-21,10,Ativa,71.2,Indicação
M0001858,A00149,O20250183,2025,Português,2025-04-24,0,Ativa,71.4,
M0001859,A00149,O20250179,2025,Química,2025-01-09,50,Concluída,62.6,Instagram
M0001860,A00149,O20250184,2025,Redação,2025-03-26,0,Ativa,58.3,Instagram
M0001861,A00150,O20210002,2021,Física,2021-03-15,0,Concluída,23.5,Feira escolar
M0001862,A00150,O20210006,2021,Geografia,2021-01-25,15,Concluída,56.3,Google
M0001863,A00150,O20210005,2021,História,2021-01-15,10,Cancelada,54.7,Feira escolar
M0001864,A00150,O20210009,2021,Inglês,18/03/2021,0,Concluída,40.9,Instagram
M0001865,A00150,O20210001,2021,Matemática,2021-03-11,20,Concluída,62.6,Google
M0001866,A00150,O20210007,2021,Português,2021-01-06,25,Concluída,77.7,Google
M0001867,A00150,O20210003,2021,Química,2021-04-09,20,Trancada,45.5,
M0001868,A00150,O20210008,2021,Redação,2021-02-22,,Concluída,57.2,Feira escolar
M0001869,A00150,O20210011,2021,Sociologia,2021-04-07,20,concluida,67.4,WhatsApp
M0001870,A00151,O20240175,2024,Filosofia,2024-04-03,,concluida,60.2,Google
M0001871,A00151,O20240167,2024,Física,2024-03-11,0,Concluída,44.0,Feira escolar
M0001872,A00151,O20240171,2024,Geografia,2024-03-13,,Ativa,45.1,Feira escolar
M0001873,A00151,O20240174,2024,Inglês,2024-01-23,50,Ativa,43.5,Feira escolar
M0001874,A00151,O20240166,2024,Matemática,2024-04-08,20,Concluída,49.3,
M0001875,A00151,O20240172,2024,Português,2024-04-06,0,Ativa,66.8,Indicação
M0001876,A00151,O20240173,2024,Redação,2024-03-11,30,Concluída,64.1,Indicação
M0001877,A00152,O20240136,2024,Biologia,2024-02-19,50,Concluída,56.6,
M0001878,A00152,O20240142,2024,Filosofia,2024-02-25,0,Concluída,63.5,
M0001879,A00152,O20240134,2024,Física,2024-04-06,50,Concluída,28.1,Google
M0001880,A00152,O20240138,2024,Geografia,2024-02-27,50,Concluída,55.1,Indicação
M0001881,A00152,O20240137,2024,História,2024-03-17,0,Concluída,69.9,WhatsApp
M0001882,A00152,O20240141,2024,Inglês,2024-04-27,20,Ativa,79.4,Indicação
M0001883,A00152,O20240133,2024,Matemática,2024-04-13,0,Concluída,55.0,WhatsApp
M0001884,A00152,O20240139,2024,Português,2024-02-20,30,Ativa,35.8,Indicação
M0001885,A00152,O20240135,2024,Química,2024-01-11,50,concluida,76.7,
M0001886,A00152,O20240140,2024,Redação,2024/04/20,25,Concluída,59.7,
M0001887,A00152,O20240143,2024,Sociologia,2024-02-01,15,Concluída,71.9,Indicação
M0001888,A00152,O20250186,2025,Filosofia,2025-02-02,0,concluida,60.3,Google
M0001889,A00152,O20250178,2025,Física,2025-04-28,10,Concluída,54.8,Indicação
M0001890,A00152,O20250182,2025,Geografia,2025-01-17,10,Concluída,66.8,Feira escolar
M0001891,A00152,O20250181,2025,História,2025-04-20,30,Concluída,67.4,
M0001892,A00152,O20250185,2025,Inglês,2025-03-26,,Concluída,64.8,WhatsApp
M0001893,A00152,O20250177,2025,Matemática,2025-02-23,0,Concluída,49.8,Feira escolar
M0001894,A00152,O20250183,2025,Português,2025-02-21,0,Concluída,63.0,Indicação
M0001895,A00152,O20250179,2025,Química,2025-04-15,50,Concluída,47.9,
M0001896,A00152,O20250184,2025,Redação,2025-02-01,0,Concluída,63.0,Indicação
M0001897,A00152,O20250187,2025,Sociologia,2025-02-24,15,Ativa,42.6,Feira escolar
M0001898,A00153,O20230103,2023,Biologia,2023-02-04,0,Concluída,70.3,Indicação
M0001899,A00153,O20230109,2023,Filosofia,2023-03-18,10,,42.1,Instagram
M0001900,A00153,O20230105,2023,Geografia,2023-01-17,0,Ativa,63.4,WhatsApp
M0001901,A00153,O20230100,2023,MATEMÁTICA,2023-03-02,0,Concluída,43.6,
M0001902,A00153,O20230106,2023,Português,2023-03-07,30,Trancada,65.6,Feira escolar
M0001903,A00153,O20230102,2023,Química,2023-04-22,30,Concluída,51.4,Indicação
M0001904,A00153,O20230107,2023,Redação,2023-04-20,0,Trancada,62.4,WhatsApp
M0001905,A00153,O20230110,2023,Sociologia,2023-03-06,,Ativa,51.8,WhatsApp
M0001906,A00154,O20230125,2023,Biologia,2023-04-12,50,Ativa,46.5,Indicação
M0001907,A00154,O20230131,2023,Filosofia,13/04/2023,20,Concluída,61.2,WhatsApp
M0001908,A00154,O20230123,2023,Física,03-18-2023,10,Concluída,65.4,Instagram
M0001909,A00154,O20230127,2023,Geografia,2023-03-26,0,Concluída,52.9,Indicação
M0001910,A00154,O20230122,2023,Matemática,2023-01-18,20,Concluída,54.7,Indicação
M0001911,A00154,O20230128,2023,Português,2023-04-08,20,Concluída,57.5,Indicação
M0001912,A00154,O20230129,2023,Redação,2023-04-21,,Concluída,29.2,Feira escolar
M0001913,A00155,O20220054,2022,FILOSOFIA,2022-03-17,20,Ativa,43.5,
M0001914,A00155,O20220050,2022,Geografia,2022-04-14,20,Ativa,57.7,Google
M0001915,A00155,O20220053,2022,Inglês,2022-04-11,10,Concluída,62.7,Feira escolar
M0001916,A00155,O20220045,2022,Matemática,2022-04-23,0,Concluída,65.0,WhatsApp
M0001917,A00155,O20220051,2022,Português,2022-01-06,0,Concluída,54.0,Instagram
M0001918,A00155,O20220047,2022,Química,2022-03-14,,Concluída,58.0,WhatsApp
M0001919,A00155,O20220052,2022,REDAÇÃO,2022-04-07,10,Concluída,28.6,
M0001920,A00155,O20220055,2022,Sociologia,2022-04-14,20,Concluída,46.2,Google
M0001921,A00156,O20230092,2023,Biologia,2023-02-02,0,Concluída,77.7,Indicação
