resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00007234,S20220057,A00025,2022,Incompleto,566.3,,19,11-26-2022 10:15,Desktop,3,Sul
R00007235,S20220057,A00339,2022,Finalizado,691.4,,53,2022-07-11,Tablet,2,Online
R00007236,S20220057,A00383,2022,Finalizado,598.2,,53,2022-06-05 10:30,desktop,2,Aldeota
R00007237,S20220057,A00714,2022,Finalizado,653.4,,35,2022-04-28 17:00,Celular,2,
R00007238,S20220057,A00264,2022,Ausente,,,,2022-06-27 16:15,Papel,1,
R00007239,S20220057,A00016,2022,Finalizado,704.6,,35,2022-06-01 14:45,desktop,3,Online
R00007240,S20220057,A00733,2022,Finalizado,797.3,,31,2022-06-20 11:45,Desktop,,online
R00007241,S20220057,A00299,2022,Finalizado,763.3,,51,2022/07/10 16:00,,1,Aldeota
R00007242,S20220057,A00215,2022,,735.0,,29,2022-08-03 17:15,Papel,2,Centro
R00007243,S20220057,A00748,2022,Incompleto,858.8,,34,2022-05-28 08:45,Papel,1,Sul
R00007244,S20220057,A00433,2022,Finalizado,527.7,,62,2022-09-23 11:45,Tablet,1,Centro
R00007245,S20220057,A00232,2022,Finalizado,840.2,,33,2022-04-23 15:15,Tablet,,
R00007246,S20220057,A00428,2022,Finalizado,784.5,,34,2022/08/16 17:15,,1,Sul
R00007247,S20220057,A00395,2022,Finalizado,764.8,,23,23/07/2022 18:30,Papel,1,Centro
R00007248,S20220057,A00313,2022,Finalizado,572.3,,38,2022/05/26 17:30,Desktop,1,Centro
R00007249,S20220057,A00773,2022,Finalizado,708.1,,35,2022-05-01 10:30,,,Aldeota
R00007250,S20220057,A00076,2022,Finalizado,791.0,,39,2022-11-19 11:15,,1,Centro
R00007251,S20220057,A00011,2022,Finalizado,743.7,,32,2022-05-19 17:45,Celular,3,Centro
R00007252,S20220057,A00571,2022,Finalizado,882.1,,52,2022-07-28 19:30,Celular,1,Online
R00007253,S20220057,A00288,2022,Finalizado,613.3,,58,08-18-2022 09:45,Desktop,3,Centro
R00007254,S20220057,A00035,2022,Ausente,,,,2022-07-03 19:15,Desktop,,Online
R00007255,S20220057,A00031,2022,Incompleto,752.7,,69,2022-09-15 15:45,,1,online
R00007256,S20220057,A00355,2022,Finalizado,663.2,,48,2022-06-22,Desktop,1,Online
R00007257,S20220057,A00282,2022,Finalizado,778.8,,56,2022-04-22 18:45,,3,Sul
R00007258,S20220057,A00250,2022,Finalizado,711.9,,64,2022-04-05 13:15,Celular,1,Centro
R00007259,S20220057,A00077,2022,Ausente,,,,2022-06-12,,3,Aldeota
R00007260,S20220057,A00489,2022,Finalizado,750.6,,56,2022-05-26 13:45,,,Online
R00007261,S20220057,A00115,2022,Incompleto,760.8,,39,2022-09-24 19:15,Celular,2,Sul
R00007262,S20220057,A00249,2022,Finalizado,581.3,,46,2022-07-23 15:30,Celular,1,Sul
R00007263,S20220057,A00114,2022,Finalizado,453.4,,47,2022-10-18 10:15,Papel,1,online
R00007264,S20220057,A00135,2022,Incompleto,678.1,,55,2022-08-15 16:00,Celular,1,Centro
R00007265,S20220057,A00140,2022,Finalizado,561.8,,34,2022-07-26 09:45,Papel,1,Aldeota
R00007266,S20220057,A00538,2022,Finalizado,674.0,,40,2022-04-20 18:30,desktop,1,
R00007267,S20220057,A00110,2022,Ausente,,,,2022-10-08 15:45,Celular,1,Centro
R00007268,S20220057,A00120,2022,Finalizado,633.7,,46,2022-06-21 08:45,Tablet,1,Centro
R00007269,S20220057,A00344,2022,Incompleto,761.2,,34,2022-08-20 09:00,Papel,2,Online
R00007270,S20220057,A00392,2022,Finalizado,811.8,,42,2022-09-01,Tablet,1,Sul
R00007271,S20220057,A00144,2022,Finalizado,678.4,,49,2022-09-11 15:15,Tablet,,Online
R00007272,S20220057,A00507,2022,Finalizado,600.5,,47,2022-04-02 10:00,Desktop,1,Sul
R00007273,S20220057,A00098,2022,Finalizado,701.5,,42,2022-08-02 10:15,Celular,3,
R00007274,S20220057,A00752,2022,Finalizado,623.5,,45,2022-08-09 11:15,,3,
R00007275,S20220057,A00707,2022,Finalizado,347.1,,52,2022-08-08 08:30,Desktop,1,online
R00007276,S20220057,A00610,2022,Finalizado,796.8,,36,2022-06-16 15:45,Celular,,
R00007277,S20220057,A00078,2022,Finalizado,534.1,,46,2022-09-17 11:00,Papel,1,
R00007278,S20220057,A00054,2022,Finalizado,935.9,,38,2022-07-22 16:45,,1,Sul
R00007279,S20220057,A00283,2022,Finalizado,630.3,,40,2022-08-18 09:15,desktop,1,Aldeota
R00007280,S20220057,A00637,2022,Finalizado,810.6,,39,2022-11-01 10:45,desktop,3,Sul
R00007281,S20220057,A00520,2022,Finalizado,731.9,,26,2022-06-06 18:15,Celular,3,Sul
R00007282,S20220057,A00562,2022,Finalizado,605.3,,42,2022-05-27 11:00,Papel,1,Online
R00007283,S20220057,A00058,2022,Finalizado,743.4,,31,2022-11-28 18:30,Celular,,Online
R00007284,S20220057,A00629,2022,Finalizado,719.7,,48,08-28-2022 09:45,desktop,2,Aldeota
R00007285,S20220057,A00671,2022,Finalizado,853.7,,40,2022-11-22 12:00,desktop,1,
R00007286,S20220057,A00338,2022,Incompleto,570.0,,42,2022-04-11 16:00,Desktop,1,online
R00007287,S20220057,A00476,2022,Finalizado,485.9,,43,2022-11-23 18:30,desktop,1,Aldeota
R00007288,S20220057,A00528,2022,Incompleto,677.2,,33,2022-05-18 09:15,Desktop,1,online
R00007289,S20220057,A00481,2022,Finalizado,529.3,,34,2022-05-07 09:00,Celular,2,Sul
R00007290,S20220057,A00128,2022,Finalizado,786.2,,48,2022-05-20 14:15,,2,Centro
R00007291,S20220057,A00595,2022,Finalizado,672.0,,44,10-11-2022 19:30,desktop,2,Sul
R00007292,S20220057,A00566,2022,Finalizado,738.6,,62,2022-10-04 19:15,,,Sul
R00007293,S20220057,A00662,2022,Finalizado,643.5,,48,2022-11-09 19:00,Desktop,1,
R00007294,S20220057,A00291,2022,Finalizado,917.3,,60,2022-07-17 15:45,Papel,1,online
R00007295,S20220057,A00363,2022,Finalizado,746.3,,38,2022-06-12 11:00,Desktop,1,Online
R00007296,S20220057,A00718,2022,Finalizado,630.7,,43,2022-11-17 14:15,Desktop,,Online
R00007297,S20220057,A00336,2022,Finalizado,869.9,,20,2022-10-04 13:30,desktop,1,Centro
R00007298,S20220057,A00018,2022,Finalizado,701.7,,46,2022-04-22 11:45,,3,online
R00007299,S20220057,A00651,2022,Finalizado,713.8,,65,2022-04-09 19:00,Desktop,,Aldeota
R00007300,S20220057,A00195,2022,Finalizado,619.8,,28,2022-08-05,desktop,1,Online
R00007301,S20220057,A00381,2022,Finalizado,492.3,,65,2022-07-26 17:00,,1,online
R00007302,S20220057,A00537,2022,Finalizado,768.0,,37,2022-07-20 10:30,,1,Sul
R00007303,S20220057,A00599,2022,Incompleto,686.7,,48,2022-04-26 14:00,Celular,1,online
R00007304,S20220057,A00296,2022,Finalizado,728.4,,39,2022-10-24 10:00,Celular,2,online
R00007305,S20220057,A00187,2022,Finalizado,576.3,,54,2022-11-23 18:15,,,online
R00007306,S20220057,A00699,2022,Finalizado,537.0,,34,2022-09-11 08:30,,3,
R00007307,S20220057,A00750,2022,Finalizado,633.9,,25,06/11/2022 08:00,Papel,3,Centro
R00007308,S20220057,A00033,2022,Finalizado,778.5,,35,2022-05-27 12:15,Celular,,Centro
R00007309,S20220057,A00242,2022,Finalizado,496.4,,37,2022-06-06 10:15,Papel,3,Online
R00007310,S20220057,A00650,2022,Finalizado,605.3,,31,2022-07-03 09:00,Celular,1,Aldeota
R00007311,S20220057,A00677,2022,Finalizado,827.2,,25,2022-07-10 10:45,,1,online
R00007312,S20220057,A00627,2022,Ausente,,,,2022-08-12,,1,
R00007313,S20220057,A00488,2022,Finalizado,801.3,,43,2022-06-01,Tablet,1,Sul
R00007314,S20220057,A00092,2022,Finalizado,798.9,,43,2022-11-09 15:30,Tablet,,Sul
R00007315,S20220057,A00234,2022,Finalizado,659.8,,45,2022-05-12 12:45,,3,
R00007316,S20220057,A00553,2022,Finalizado,482.7,,41,2022-04-04,desktop,2,Centro
R00007317,S20220057,A00675,2022,Finalizado,657.2,,21,2022-10-16 08:15,Tablet,1,Sul
R00007318,S20220057,A00544,2022,Finalizado,753.7,,15,2022-08-17,Desktop,3,Sul
R00007319,S20220057,A00343,2022,Finalizado,646.5,,55,2022-08-11 14:00,Celular,1,Centro
R00007320,S20220057,A00636,2022,Finalizado,480.8,,25,2022-06-01 13:45,Papel,3,Sul
R00007321,S20220057,A00556,2022,Finalizado,729.0,,31,2022-09-06 09:00,desktop,3,Sul
R00007322,S20220057,A00771,2022,Incompleto,595.6,,47,2022/06/02 17:15,Desktop,1,online
R00007323,S20220057,A00403,2022,Finalizado,681.7,,32,2022-08-19 14:30,Papel,,online
R00007324,S20220057,A00417,2022,Incompleto,681.5,,46,2022-06-06 12:45,Desktop,1,Online
R00007325,S20220057,A00634,2022,Finalizado,777.4,,36,2022-09-20 14:30,Papel,1,Centro
R00007326,S20220057,A00471,2022,Incompleto,515.5,,60,2022-11-04 11:15,Celular,1,online
R00007327,S20220057,A00692,2022,Finalizado,699.2,,47,2022-11-03 13:30,Celular,2,Online
R00007328,S20220057,A00074,2022,Finalizado,658.8,,41,2022-05-15 08:30,Desktop,,Online
R00007329,S20220057,A00064,2022,finalizado,821.1,,50,05-03-2022 19:30,Tablet,1,
R00007330,S20220057,A00654,2022,Finalizado,594.7,,39,2022-05-08 10:15,,1,Sul
R00007331,S20220057,A00024,2022,finalizado,801.3,,61,2022-10-01 17:30,desktop,1,Online
R00007332,S20220057,A00616,2022,Ausente,,,,2022-06-28,desktop,1,Aldeota
R00007333,S20220057,A00665,2022,Finalizado,715.2,,48,2022-11-17 17:30,Celular,3,Online
R00007334,S20220057,A00083,2022,Finalizado,671.5,,43,2022-09-03 14:30,Papel,3,
R00007335,S20220057,A00676,2022,Finalizado,521.5,,32,2022-07-26 19:15,Desktop,1,Centro
R00007336,S20220057,A00240,2022,Ausente,,,,2022-06-26 19:00,Desktop,1,Centro
R00007337,S20220057,A00056,2022,Finalizado,650.9,,71,2022-05-15 16:30,,1,online
R00007338,S20220057,A00443,2022,Finalizado,877.6,,23,2022-07-25 11:00,Desktop,1,
R00007339,S20220057,A00729,2022,,737.6,,56,2022-04-20 08:30,Desktop,1,
R00007340,S20220057,A00060,2022,Ausente,,,,2022-10-14 14:45,Tablet,,Centro
R00007341,S20220057,A00102,2022,Finalizado,643.5,,26,2022-10-23,Celular,2,Sul
R00007342,S20220057,A00184,2022,Finalizado,564.2,,29,2022-05-23 14:30,Celular,,Sul
R00007343,S20220057,A00155,2022,Finalizado,651.2,,39,2022-09-01 08:15,Papel,1,Online
R00007344,S20220057,A00593,2022,Finalizado,682.2,,43,2022-06-22 09:45,,3,online
R00007345,S20220057,A00600,2022,Finalizado,620.1,,40,2022-05-22 17:15,Tablet,1,
R00007346,S20220057,A00324,2022,Finalizado,725.1,,51,2022-09-04 08:45,desktop,1,online
R00007347,S20220057,A00328,2022,Finalizado,785.3,,34,2022-11-28 14:00,Desktop,1,online
R00007348,S20220057,A00038,2022,Finalizado,587.2,,47,04/04/2022,desktop,1,Sul
R00007349,S20220057,A00148,2022,Finalizado,625.0,,46,2022-05-19 12:45,Desktop,1,Online
R00007350,S20220057,A00687,2022,Finalizado,745.7,,50,2022-07-05 10:30,Celular,1,online
R00007351,S20220057,A00486,2022,Ausente,,,,11/07/2022 18:15,Celular,1,Centro
R00007352,S20220057,A00346,2022,Finalizado,526.1,,50,2022-06-18 09:00,Celular,1,Centro
R00007353,S20220057,A00721,2022,Finalizado,717.8,,53,2022-08-04 08:30,Papel,3,Aldeota
R00007354,S20220057,A00569,2022,Finalizado,657.9,,55,2022-04-14 17:30,Tablet,1,online
R00007355,S20220057,A00740,2022,finalizado,741.9,,42,2022-11-04 13:45,desktop,1,Sul
R00007356,S20220057,A00531,2022,Finalizado,746.0,,49,2022-05-04 14:15,Celular,1,Online
R00007357,S20220057,A00181,2022,Finalizado,736.1,,43,2022-05-12 09:00,Celular,1,Online
R00007358,S20220057,A00094,2022,Ausente,,,,2022-08-27 08:30,Celular,3,online
R00007359,S20220057,A00179,2022,Finalizado,840.4,,49,2022-06-19 09:00,Papel,1,Centro
R00007360,S20220057,A00099,2022,Finalizado,801.9,,40,04-11-2022 16:15,,1,Aldeota
R00007361,S20220057,A00414,2022,Finalizado,583.8,,45,2022-10-15 17:15,,1,Online
R00007362,S20220057,A00228,2022,Finalizado,516.2,,43,11-26-2022 15:30,Papel,,Aldeota
R00007363,S20220057,A00314,2022,Finalizado,776.5,,59,2022-07-17 16:45,,,Centro
R00007364,S20220057,A00303,2022,Finalizado,862.3,,59,2022-08-04 08:15,Desktop,,Centro
R00007365,S20220057,A00394,2022,Incompleto,758.2,,53,2022-07-23 18:30,Papel,1,Aldeota
R00007366,S20220057,A00661,2022,Finalizado,742.9,,47,2022-09-09 18:00,Desktop,3,
R00007367,S20220057,A00518,2022,finalizado,807.0,,27,2022-04-07 08:00,Desktop,,Aldeota
R00007368,S20220057,A00246,2022,Finalizado,766.2,,59,2022-06-28 17:45,,1,
R00007369,S20220057,A00522,2022,Finalizado,692.6,,51,2022-07-15,Desktop,2,
R00007370,S20220057,A00438,2022,Finalizado,754.2,,37,2022-11-13 15:45,Celular,1,
R00007371,S20220057,A00005,2022,Incompleto,687.5,,59,2022-09-03 17:45,Tablet,2,Centro
R00007372,S20220057,A00070,2022,Ausente,,,,2022-07-09 16:00,Papel,3,
R00007373,S20220057,A00043,2022,Finalizado,901.8,,54,2022-10-27 18:00,Papel,1,Sul
R00007374,S20220057,A00071,2022,Ausente,,,,2022-08-18 19:30,,3,Sul
R00007375,S20220057,A00393,2022,Finalizado,771.0,,47,06-12-2022,desktop,,Sul
R00007376,S20220057,A00217,2022,Finalizado,848.0,,45,2022-07-03 14:45,Tablet,1,
R00007377,S20220057,A00384,2022,Finalizado,534.2,,39,2022-04-15 18:30,Desktop,,Sul
R00007378,S20220057,A00708,2022,Finalizado,501.0,,40,2022-09-18 11:45,Tablet,,online
R00007379,S20220057,A00088,2022,Finalizado,792.8,,33,2022-06-24 13:30,,1,
R00007380,S20220057,A00330,2022,finalizado,836.2,,41,2022-05-19 16:00,Desktop,,Aldeota
R00007381,S20220057,A00022,2022,Ausente,,,,2022-04-12 14:00,,1,online
R00007382,S20220057,A00398,2022,Finalizado,661.6,,26,2022-06-16 14:00,,,Sul
R00007383,S20220057,A00559,2022,Finalizado,684.6,,51,2022-06-06 13:45,Celular,1,Online
R00007384,S20220057,A00275,2022,Incompleto,634.3,,46,2022-07-01,,1,
R00007385,S20220058,A00324,2022,Finalizado,90.0,29,44,2022-09-27 09:00,,,
R00007386,S20220058,A00232,2022,Incompleto,76.6,21,48,2022-05-24 13:45,desktop,1,Sul
R00007387,S20220058,A00026,2022,Finalizado,66.9,20,91,2022-10-01 14:15,Papel,1,
R00007388,S20220058,A00528,2022,Finalizado,64.0,22,36,2022-05-06 09:45,,1,Online
R00007389,S20220058,A00282,2022,Incompleto,39.0,16,59,2022-08-22 17:45,Desktop,3,online
R00007390,S20220058,A00625,2022,Incompleto,72.2,23,85,2022-10-18 09:15,,1,Aldeota
R00007391,S20220058,A00018,2022,Finalizado,67.5,22,55,2022-07-25 08:30,Tablet,1,
R00007392,S20220058,A00651,2022,,45.2,15,83,2022-05-13 13:15,Tablet,,Sul
R00007393,S20220058,A00707,2022,Finalizado,64.4,22,54,2022-07-12 09:30,Papel,3,Centro
R00007394,S20220058,A00076,2022,Incompleto,54.0,17,77,2022-06-25 12:30,Tablet,,Aldeota
R00007395,S20220058,A00481,2022,Finalizado,53.6,14,83,2022-09-24 13:45,Tablet,1,
R00007396,S20220058,A00395,2022,Incompleto,84.5,23,72,2022-10-17,Desktop,2,Aldeota
R00007397,S20220058,A00234,2022,Finalizado,51.7,11,58,2022-09-11 19:30,Desktop,,
R00007398,S20220058,A00599,2022,Finalizado,68.3,23,67,2022-05-23 13:00,Papel,3,Aldeota
R00007399,S20220058,A00181,2022,Finalizado,61.4,19,73,2022-08-24 14:00,Tablet,1,Online
R00007400,S20220058,A00441,2022,Ausente,,,,2022-10-04 19:15,Desktop,1,Online
R00007401,S20220058,A00531,2022,Finalizado,77.1,20,77,2022-08-11 15:00,Desktop,3,Centro
R00007402,S20220058,A00264,2022,Finalizado,53.2,13,63,2022-09-14 17:45,Tablet,1,Sul
R00007403,S20220058,A00654,2022,Finalizado,61.9,19,67,2022-11-13 14:30,Desktop,1,Centro
R00007404,S20220058,A00714,2022,Finalizado,41.4,12,78,2022-04-10 13:15,Papel,1,
R00007405,S20220058,A00115,2022,Finalizado,98.6,30,65,2022-08-15 17:30,desktop,1,Sul
R00007406,S20220058,A00328,2022,Finalizado,73.5,20,48,09-19-2022 11:00,Tablet,1,Sul
R00007407,S20220058,A00538,2022,Finalizado,66.1,20,70,2022-10-03 16:30,Celular,3,Sul
R00007408,S20220058,A00661,2022,Finalizado,76.6,23,85,2022-05-02 17:15,Celular,1,
R00007409,S20220058,A00314,2022,Finalizado,59.0,14,50,2022-11-06 19:00,Tablet,3,Centro
R00007410,S20220058,A00022,2022,Finalizado,82.9,25,73,2022-10-12 14:00,,1,
R00007411,S20220058,A00346,2022,Finalizado,55.6,17,62,2022-07-12 15:45,Celular,2,online
R00007412,S20220058,A00410,2022,Finalizado,97.3,28,94,2022-11-13 12:30,Papel,2,Aldeota
R00007413,S20220058,A00687,2022,Ausente,,,,2022-05-07 17:15,Desktop,,Centro
R00007414,S20220058,A00417,2022,Finalizado,54.6,18,46,2022-10-07 19:15,Celular,1,online
R00007415,S20220058,A00403,2022,Finalizado,49.9,16,50,2022-08-24 17:30,Tablet,2,Sul
R00007416,S20220058,A00099,2022,Finalizado,35.6,13,66,2022-10-11 13:00,Desktop,2,online
R00007417,S20220058,A00752,2022,Finalizado,78.2,26,76,2022-04-13 08:15,Celular,,online
R00007418,S20220058,A00488,2022,Finalizado,25.8,8,79,2022-09-15 13:45,,1,Aldeota
R00007419,S20220058,A00071,2022,Finalizado,104.5,30,72,2022-09-12 15:00,,1,Online
R00007420,S20220058,A00393,2022,Finalizado,79.8,24,59,2022-05-21 10:00,,1,Sul
R00007421,S20220058,A00607,2022,Finalizado,46.6,14,59,2022-09-23 19:15,Papel,1,
R00007422,S20220058,A00102,2022,Finalizado,67.7,20,32,2022-07-21 10:45,Papel,1,Sul
R00007423,S20220058,A00428,2022,Incompleto,73.9,24,34,2022-10-01 15:15,desktop,,Centro
R00007424,S20220058,A00338,2022,Finalizado,80.9,27,94,2022-04-03 15:45,,1,Online
R00007425,S20220058,A00077,2022,Finalizado,62.0,22,95,2022-10-12 13:45,Celular,2,
R00007426,S20220058,A00184,2022,Finalizado,81.4,22,43,2022-05-23 08:30,Tablet,1,Centro
R00007427,S20220058,A00475,2022,Finalizado,44.7,11,47,2022-11-08 15:15,desktop,1,
R00007428,S20220058,A00098,2022,Finalizado,58.9,15,67,2022-09-07 15:30,Desktop,2,Online
R00007429,S20220058,A00551,2022,Finalizado,54.2,18,76,2022-07-17 12:00,Tablet,,Centro
R00007430,S20220058,A00718,2022,Incompleto,49.0,16,44,2022-06-13 17:00,Papel,1,Sul
R00007431,S20220058,A00296,2022,Finalizado,60.0,18,83,08-12-2022 13:15,desktop,2,online
R00007432,S20220058,A00613,2022,Finalizado,60.6,20,90,2022-06-20 17:45,Papel,1,
R00007433,S20220058,A00058,2022,Finalizado,56.3,20,68,2022-08-17 08:15,Papel,2,
R00007434,S20220058,A00394,2022,Finalizado,67.0,19,49,26/10/2022 19:45,Celular,1,online
R00007435,S20220058,A00336,2022,Incompleto,58.7,18,42,2022-10-28 15:00,,2,Sul
R00007436,S20220058,A00104,2022,Finalizado,76.7,22,61,2022-06-18 13:00,desktop,1,online
R00007437,S20220058,A00721,2022,Finalizado,7.3,2,81,2022-10-06 10:45,Desktop,1,Centro
R00007438,S20220058,A00773,2022,Finalizado,37.7,14,56,2022-05-16,,3,Aldeota
R00007439,S20220058,A00313,2022,Ausente,,,,2022-06-04 15:00,Celular,1,Centro
R00007440,S20220058,A00675,2022,Finalizado,66.0,21,74,2022-08-12 14:30,Papel,,Aldeota
R00007441,S20220058,A00155,2022,Finalizado,89.3,24,62,2022-11-19 16:15,,2,Centro
R00007442,S20220058,A00610,2022,Finalizado,73.6,19,48,2022-04-26 13:45,desktop,,Aldeota
R00007443,S20220058,A00094,2022,Finalizado,45.8,16,84,2022-07-28 14:45,Celular,,Aldeota
R00007444,S20220058,A00003,2022,finalizado,72.1,21,63,2022-04-15 08:00,Tablet,,Aldeota
R00007445,S20220058,A00637,2022,Finalizado,82.8,23,82,12/09/2022,Tablet,3,
R00007446,S20220058,A00060,2022,Incompleto,46.5,14,64,2022-11-05 17:15,Tablet,1,Centro
R00007447,S20220058,A00537,2022,Finalizado,66.4,20,30,2022-10-23 10:15,Celular,2,Online
R00007448,S20220058,A00043,2022,Ausente,,,,2022-09-15 15:45,Tablet,1,Aldeota
R00007449,S20220058,A00733,2022,Finalizado,37.1,12,70,2022-04-26 14:15,Tablet,,Online
R00007450,S20220058,A00699,2022,Incompleto,56.0,15,71,2022-10-12 10:15,,1,Sul
R00007451,S20220058,A00433,2022,Finalizado,73.9,22,87,09-19-2022 10:30,Desktop,2,Sul
R00007452,S20220058,A00363,2022,Ausente,,,,2022-07-26 18:30,,,Aldeota
R00007453,S20220058,A00476,2022,Finalizado,52.0,18,70,2022-07-05 13:15,Papel,3,
R00007454,S20220058,A00095,2022,Finalizado,61.3,22,67,06-02-2022,,1,Centro
R00007455,S20220058,A00195,2022,Incompleto,70.2,24,85,2022-04-22 14:30,Tablet,,Centro
R00007456,S20220058,A00140,2022,Finalizado,40.4,11,60,2022-04-23 16:30,Celular,2,Online
R00007457,S20220058,A00064,2022,Finalizado,73.5,23,88,2022-11-23 16:00,Tablet,1,Online
R00007458,S20220058,A00010,2022,Finalizado,70.3,22,46,2022-04-13 14:00,Desktop,,Online
R00007459,S20220058,A00128,2022,Finalizado,48.5,17,38,2022-11-14 16:30,Papel,1,Sul
R00007460,S20220058,A00011,2022,Finalizado,38.1,13,57,2022-04-28 08:15,Desktop,3,online
R00007461,S20220058,A00038,2022,Finalizado,59.1,18,59,2022-07-24 09:00,,,Online
R00007462,S20220058,A00070,2022,Finalizado,71.4,22,70,2022-09-04 10:00,Tablet,1,Centro
R00007463,S20220058,A00074,2022,Finalizado,45.7,13,49,22/10/2022 08:00,desktop,1,
R00007464,S20220058,A00750,2022,Finalizado,31.6,9,73,2022-11-21,Desktop,1,online
R00007465,S20220058,A00343,2022,Finalizado,62.1,18,82,2022-11-03,Tablet,1,online
R00007466,S20220058,A00228,2022,Finalizado,57.9,15,80,2022-11-07 19:45,desktop,1,Centro
R00007467,S20220058,A00120,2022,Ausente,,,,2022-10-28,Desktop,1,Online
R00007468,S20220058,A00035,2022,Finalizado,98.3,30,62,2022-10-18 10:15,Tablet,3,Online
R00007469,S20220058,A00689,2022,Finalizado,41.7,10,90,2022-04-10 17:30,Papel,,Centro
R00007470,S20220058,A00692,2022,Finalizado,76.9,23,30,2022-11-23 12:00,Desktop,1,online
R00007471,S20220059,A00092,2022,Finalizado,102.1,60,65,2022-08-23 19:00,Desktop,1,Aldeota
R00007472,S20220059,A00531,2022,Finalizado,87.9,55,60,09/07/2022 09:15,,3,Centro
R00007473,S20220059,A00486,2022,Finalizado,34.5,20,81,2022-04-16 09:30,Papel,1,online
R00007474,S20220059,A00033,2022,Finalizado,66.9,42,52,2022-04-27 12:00,desktop,1,Centro
R00007475,S20220059,A00381,2022,Finalizado,84.5,54,42,16/06/2022 13:45,,1,online
R00007476,S20220059,A00650,2022,Ausente,,,,2022-06-02 19:00,Desktop,1,online
R00007477,S20220059,A00336,2022,Ausente,,,,2022-11-16 09:30,Desktop,3,Online
R00007478,S20220059,A00613,2022,Finalizado,51.4,31,66,2022-06-25 17:30,,1,Online
R00007479,S20220059,A00024,2022,,55.9,33,74,2022-08-24 17:00,desktop,2,Online
R00007480,S20220059,A00088,2022,Finalizado,69.6,40,96,2022-09-26 16:30,Desktop,1,Centro
R00007481,S20220059,A00026,2022,Finalizado,97.4,56,86,2022-04-12 15:30,desktop,1,
R00007482,S20220059,A00104,2022,Finalizado,59.4,38,93,2022-07-04 15:00,desktop,1,online
R00007483,S20220059,A00128,2022,Finalizado,42.6,25,61,2022-08-02 18:30,Celular,1,online
R00007484,S20220059,A00651,2022,Finalizado,58.4,34,41,2022-07-05 08:30,Papel,1,
R00007485,S20220059,A00095,2022,Finalizado,66.5,40,48,2022-10-05,desktop,1,Online
R00007486,S20220059,A00507,2022,Finalizado,80.9,49,84,2022-09-12 10:30,,1,Online
R00007487,S20220059,A00217,2022,Finalizado,54.1,31,77,2022-11-05 15:15,Tablet,,Online
R00007488,S20220059,A00099,2022,Finalizado,38.3,20,60,06-02-2022 12:00,,2,
R00007489,S20220059,A00054,2022,Finalizado,32.3,19,77,2022-10-14 15:15,Tablet,3,Online
R00007490,S20220059,A00228,2022,Finalizado,92.9,56,68,2022-08-17 19:30,Desktop,1,Sul
R00007491,S20220059,A00110,2022,Finalizado,78.8,45,91,2022-11-19 08:45,Celular,1,Online
R00007492,S20220059,A00031,2022,finalizado,95.2,60,73,2022-05-13 12:45,Tablet,3,Aldeota
R00007493,S20220059,A00056,2022,Incompleto,19.3,11,61,2022-09-24 15:00,Desktop,2,
R00007494,S20220059,A00636,2022,Incompleto,44.0,26,49,2022-05-24 09:00,Tablet,1,
R00007495,S20220059,A00571,2022,Finalizado,60.7,35,85,2022-08-26 14:15,desktop,3,Aldeota
R00007496,S20220059,A00553,2022,Finalizado,51.3,36,73,2022-04-22 18:00,Papel,2,Aldeota
